id,name,set,rarity,tribe,ability,flavorText,unique,mugicCost,artist,imageUrl,mugicNotes/0/letter,mugicNotes/0/length,mugicNotes/0/sharp,mugicNotes/0/flat,mugicNotes/1/letter,mugicNotes/1/length,mugicNotes/1/sharp,mugicNotes/1/flat,mugicNotes/2/letter,mugicNotes/2/length,mugicNotes/2/sharp,mugicNotes/2/flat,mugicNotes/3/letter,mugicNotes/3/length,mugicNotes/3/sharp,mugicNotes/3/flat,mugicNotes/4/letter,mugicNotes/4/length,mugicNotes/4/sharp,mugicNotes/4/flat,mugicNotes/5/letter,mugicNotes/5/length,mugicNotes/5/sharp,mugicNotes/5/flat,mugicNotes/6/letter,mugicNotes/6/length,mugicNotes/6/sharp,mugicNotes/6/flat,uniqueId,mugicNotes/0
78/100,Echoes of Empty Hands,ss,uncommon,overworld,Destroy all Battlegear equipped to target engaged Creature. That Creature gains 10 Energy.,"""Even lifeless machines have a life force."" — Vidav",false,1,Peter Joworoski,https://i.imgur.com/7m9PYv4.png,C,3,false,false,F,2,false,false,E,2,false,false,B,3,false,false,D,2,true,false,D,2,false,false,C,4,true,false,Echoes of Empty Hands__ss,
87/100,Fighters' Fanfare,ss,ultra rare,mipedian,Damage dealt by the next attack that resolves this turn is dealt to target engaged Creature instead. (Damage is calculated with target as the recipient.),The existence of Mugic is proof enough that nothing is impossible.,true,2,Martin Molski,https://i.imgur.com/0T5HBgU.png,F,3,false,false,C,1,false,false,F,1,false,false,D,3,true,false,D,1,true,false,F,1,false,false,C,4,false,false,Fighters' Fanfare__ss,
88/100,Hymn of Teleportation,ss,super rare,mipedian,"Choose one:
If the Active Location is a Mirage, put it into play on any space on the Battleboard and reveal a new active Location.
Move target Mirage Location in play to any place on the Battleboard.",,false,1,Karol Kolodzinski,https://i.imgur.com/A4xWzPm.png,G,3,false,false,D,1,false,false,C,2,false,false,B,2,false,false,E,1,false,true,C,1,false,false,A,4,false,true,Hymn of Teleportation__ss,
84/100,Melody of Parasitic Mayhem,ss,uncommon,danian,"Infect target Uninfected engaged Creature. If Hive is Active, Uninfect all Creatures controlled by an opponent and deal 5 damage to target engaged Creature for each Creature Uninfected this way instead.",,false,1,Peter Joworoski,https://i.imgur.com/g3G54N5.png,C,2,false,false,F,2,false,false,G,3,true,false,G,1,false,false,D,1,true,false,B,1,false,false,C,4,false,false,Melody of Parasitic Mayhem__ss,
79/100,Rhyme of the Reckless,ss,rare,overworld,"When target attack deals damage, deal the same amount of damage to the Creature that played that attack.","The eyes show that which can be seen, but the ears reveal that which is real.",false,1,Karol Kolodzinski,https://i.imgur.com/VwfBi8n.png,E,3,false,false,D,1,false,false,B,1,false,true,F,1,true,false,F,2,false,false,B,2,false,false,E,4,false,true,Rhyme of the Reckless__ss,
82/100,Song of Desperation,ss,rare,underworld,Target engaged Creature gains 30 Energy. Discipline Checks and Challenges on attacks played by that Creature deal 0 damage.,,true,1,Jerico Santander,https://i.imgur.com/XBAXbC5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Song of Desperation__ss,
80/100,Song of the Dyad,ss,common,overworld,"Choose one: 
Heal 10 damage to target Creature. 
Deal 10 damage to target Creature.",What brings happiness to one brings pain to another.,false,1,Martin Molski,https://i.imgur.com/PkhQGZA.png,D,1,false,false,E,1,false,false,F,2,false,false,D,3,false,false,B,1,false,true,A,2,false,false,C,4,true,false,Song of the Dyad__ss,
83/100,Strain of Ash,ss,uncommon,underworld,"Sacrifice a Battlegear equipped to an unengaged UnderWorld Creature you control. If you do, destroy target Battlegear.","As his Ice Cloak vanished, Bodal calculated he had 8.5 seconds until the firestorm immolated him.",true,0,Jerico Santander,https://i.imgur.com/OVAs2he.png,D,2,false,true,C,3,false,false,F,2,false,false,B,2,false,false,B,3,false,true,E,2,false,true,A,4,false,false,Strain of Ash__ss,
76/100,Strain of Clarity,ss,uncommon,generic,"Choose one: 
Shuffle target Mirage Location into its controller's Location Deck. 
If the active Location is a Mirage, shuffle it into its controller's Location deck and that player reveals a new active Location.",,true,0,Jerico Santander,https://i.imgur.com/m6PTsrS.png,E,1,false,true,D,3,false,false,E,3,false,true,D,3,false,false,B,1,false,true,G,3,false,false,A,4,false,true,Strain of Clarity__ss,
89/100,Strain of Expensive Delusions,ss,rare,mipedian,Destroy all Battlegear equipped to Creatures in the same space as target Mirage Location. Shuffle it into its controller's Location Deck.,,true,0,Karol Kolodzinski,https://i.imgur.com/vhs1nTC.png,G,1,false,false,G,3,false,false,C,1,false,false,D,2,false,true,F,1,false,false,A,2,false,true,B,4,false,false,Strain of Expensive Delusions__ss,
85/100,Strain of Infection,ss,rare,danian,"Uninfect up to three Infected Creatures.
Target Danian Creature gains :danianmugic:for each Creature Uninfected this way.","Little parasites, big rewards.",true,0,Karol Kolodzinski,https://i.imgur.com/CMkBZQd.png,F,3,false,false,E,1,false,false,B,1,false,true,B,1,false,false,G,1,false,false,G,3,true,false,D,4,false,false,Strain of Infection__ss,
81/100,Strain of the Tide,ss,super rare,overworld,Remove any number of OverWorld Creatures in your general discard pile from the game. Heal 10 damage to target Creature for each card you remove this way.,,true,0,Martin Molski,https://i.imgur.com/dJng7hg.png,F,2,false,false,G,1,false,false,A,1,false,true,C,1,false,false,D,3,false,true,C,1,false,false,B,4,false,true,Strain of the Tide__ss,
90/100,Tune of Xerium,ss,uncommon,mipedian,"Sacrifice a Battlegear. If you do, return another Battlegear from your general discard pile to play equipped to an unequipped Creature you control.",,true,1,Martin Molski,https://i.imgur.com/eD4Lcy3.png,F,2,false,false,E,2,false,true,F,3,false,false,E,1,false,true,B,3,false,false,F,1,false,false,D,4,false,false,Tune of Xerium__ss,
77/100,Void Dirge,ss,common,generic,Remove up to three target cards in one general discard pile from the game.,Do not dwell on the past. What's lost is best forgotten.,false,1,Jerico Santander,https://i.imgur.com/WwT5WP6.png,E,2,false,true,C,2,false,false,F,3,false,false,C,1,false,false,E,2,false,true,C,2,false,false,A,4,false,true,Void Dirge__ss,
190/222,Allegro,btd,uncommon,mipedian,"Target Creature gains 50 :speed:Speed.
If your engaged Creature gained Initiative this turn, Allegro's cost is :mipedianmugic0:.","Even with Spectral Viewers, the invasion squad could no longer find the elusive Mipedians.",false,2,Jerico Santander,https://i.imgur.com/uuqyg6X.png,B,3,false,false,E,3,false,false,D,3,true,false,G,3,true,false,F,1,true,false,B,1,false,false,G,4,true,false,Allegro__btd,
191/222,Aria of Enragement,btd,uncommon,mipedian,"Target Creature gains ""Recklessness: 5.""","""Be gone, you fool! The Cothica won't save Perim! Look at the devastation even a hint of its power can cause!"" — Sobtjek",false,1,Martin Molski,https://i.imgur.com/DbxSHVj.png,C,1,false,false,D,1,false,true,E,1,false,true,E,1,false,false,E,1,false,true,D,1,false,true,G,4,false,false,Aria of Enragement__btd,
156/222,Ballad of the Belittled,btd,rare,generic,Deal 20 damage to target Creature that has no Disciplines greater than 25.,"Always pick off the weak before they grow up and pick you off 
",false,1,Jerico Santander,https://i.imgur.com/uScI3xg.png,E,2,false,true,C,2,false,false,G,3,false,false,C,1,false,false,A,1,false,true,G,1,false,false,C,4,false,false,Ballad of the Belittled__btd,
157/222,Cadence Clash,btd,rare,generic,Negate target Mugic and return that card to its controller's hand.,There is nothing worse for a Muge than the stunning sound of silence.,false,1,Jerico Santander,https://i.imgur.com/CT5dggN.png,D,1,false,false,E,2,false,true,G,1,false,false,B,2,false,true,A,1,false,false,D,3,false,true,F,4,false,false,Cadence Clash__btd,
158/222,Carnivore's Keening,btd,rare,generic,"Target Creature gains 30 Energy and ""Recklessness 10.""","""This is where we draw the line! Protect the Riverlands!"" — Tartarek",false,1,Jerico Santander,https://i.imgur.com/01qilZu.png,F,2,false,false,E,3,false,true,G,2,false,false,E,3,false,false,F,1,false,false,E,1,false,false,D,4,false,true,Carnivore's Keening__btd,
180/222,Chromatic Postlude,btd,super rare,underworld,Deal 5 damage to target Creature for each Mugic counter spent to play Chromatic Postlude.,"""What you call 'overkill' is what I call 'being thorough.'"" — Takinom",false,X,Martin Molski,https://i.imgur.com/KKqkrOC.png,E,2,false,false,F,2,false,false,G,3,false,true,D,1,false,true,C,3,false,true,E,1,false,false,E,4,false,true,Chromatic Postlude__btd,
159/222,Deep Dirge,btd,ultra rare,generic,Target Minion Creature is treated as if that Creature's controller also controlled a Chieftain.,"As his eyes glazed over, all he could think was, ""Obey, obey, obey.""",false,1,Jerico Santander,https://i.imgur.com/4KJgbXa.png,D,1,true,false,E,2,false,false,G,3,false,false,E,2,false,true,F,3,true,false,D,1,false,false,C,4,true,false,Deep Dirge__btd,
192/222,Desert's Wrathsong,btd,super rare,mipedian,Destroy target Creature with 0 :speed:Speed and 0 :power:Power.,"Under the burning sun, even the hardiest desiccate in a matter of minutes.",true,2,Jerico Santander,https://i.imgur.com/lSLtFJ9.png,G,1,false,false,A,3,false,true,B,1,false,false,A,1,false,true,G,2,false,false,E,1,false,true,C,4,false,false,Desert's Wrathsong__btd,
181/222,Deserter's Finale,btd,rare,underworld,Deal 5 damage to target Creature. Deal an additional 10 damage to it if it has :water:Water.,"""The fire of the UnderWorld will burn forever!"" — Chaor",false,1,Jerico Santander,https://i.imgur.com/2oXN4sV.png,G,2,false,false,D,1,false,true,G,1,false,false,E,3,false,true,D,1,false,false,F,1,true,false,F,4,true,false,Deserter's Finale__btd,
193/222,Disarming Theme,btd,rare,mipedian,"Target Creature with Invisibility gains ""Invisibility: Disarm.""",Each time Tangath tried to pick up his blade his unseen foe knocked it away again.,false,1,Jerico Santander,https://i.imgur.com/sUT3Z8s.png,E,2,false,false,C,2,false,false,D,2,false,false,F,2,true,false,G,2,true,false,E,2,false,false,A,4,false,false,Disarming Theme__btd,
175/222,Dissonance of Will,btd,super rare,overworld,Negate target activated Creature ability.,"Mugic, like memory, is fleeting.",false,1,Martin Molski,https://i.imgur.com/bvcn8N5.png,D,3,false,false,G,1,true,false,G,3,true,false,A,3,false,false,A,2,false,false,B,1,false,true,E,4,false,false,Dissonance of Will__btd,
185/222,Domestic Hive Hymn,btd,rare,danian,"Target Creature gains 10 Energy. 
If Hive is active, that Creature gains an additional 10 Energy.","With my hive family, I am more ""we"" than ""me.""",false,1,Jerico Santander,https://i.imgur.com/C0NlUaD.png,E,3,false,false,G,1,false,false,F,1,true,false,A,1,false,false,G,1,false,false,B,1,false,false,E,4,false,false,Domestic Hive Hymn__btd,
186/222,Draining Dirge,btd,uncommon,danian,Heal 15 damage to target Mandiblor Creature.,"Though Mandiblors are treated as the dregs of society, Queen Illexia loves all her children equally.",false,1,Jerico Santander,https://i.imgur.com/719TGzD.png,C,2,false,false,E,1,false,false,F,1,false,false,E,2,false,false,D,1,false,false,C,3,true,false,F,3,true,false,Draining Dirge__btd,
160/222,Duality Dirge,btd,rare,generic,"Target Creature gains or loses :courage:Courage, :power:Power, :wisdom:Wisdom and :speed:Speed to make its Disciplines equal to its Scanned Disciplines and cannot be targeted by Mugic or abilities.",,false,3,Jerico Santander,https://i.imgur.com/nbQMVCS.png,F,3,true,false,E,3,false,false,F,3,false,false,D,3,false,false,D,2,true,false,B,1,false,false,B,4,false,true,Duality Dirge__btd,
176/222,Ecstatic Fanfare,btd,uncommon,overworld,"Target Creature gains 20 :wisdom:Wisdom, 15 :courage:Courage, 10 :speed:Speed and 5 :power:Power.",Najarin found it more interesting than prophetic that he had seven letters in his name.,false,1,Peter Joworoski,https://i.imgur.com/c5wsALz.png,G,1,false,false,A,1,false,false,A,1,false,false,G,1,false,false,A,1,false,false,C,1,false,false,F,4,false,false,Ecstatic Fanfare__btd,
161/222,Effervescent Etude,btd,common,generic,Deal 15 damage to target M'arrillian Creature.,"Melodies to some, noise to others.",false,1,Jerico Santander,https://i.imgur.com/4iXWPYb.png,B,1,false,true,A,1,false,false,G,1,false,false,F,1,false,false,D,2,false,false,G,2,false,false,A,4,false,false,Effervescent Etude__btd,
177/222,Empowering Serenade,btd,common,overworld,Target Creature gains 10 Energy and 10 :wisdom:Wisdom.,"""We all fail, my friend. But how we respond to failure - now that is the sign of a champion."" — Maxxor",false,1,Martin Molski,https://i.imgur.com/S15wCy9.png,E,2,false,false,E,2,false,false,G,2,true,false,A,2,false,false,B,3,false,false,E,1,false,false,C,4,true,false,Empowering Serenade__btd,
162/222,Etude of Exhaustion,btd,common,generic,"Target Creature gains ""Exhaust all Disciplines 5.""","As the battle dragged on from days to weeks, the battalion lost the will to keep fighting.",false,1,Jerico Santander,https://i.imgur.com/3KoVOMp.png,B,2,false,true,G,2,false,false,E,3,false,true,D,3,false,false,C,3,false,false,F,2,true,false,D,4,false,false,Etude of Exhaustion__btd,
182/222,Falsetto,btd,common,underworld,"Target Creature loses 20 :power:Power, 15 :speed:Speed, 10 :courage:Courage and 5 :wisdom:Wisdom.","Before: Chaor 
After: H'earring",false,1,Peter Joworoski,https://i.imgur.com/mMnpWtC.png,G,2,false,false,F,2,true,false,G,2,false,false,C,3,true,false,D,1,false,false,A,2,false,false,G,4,true,false,Falsetto__btd,
163/222,Fanfare of the Brain,btd,ultra rare,generic,"Target Creature gains 25 :courage:Courage and 25 :wisdom:Wisdom. If the target is a Minion Creature, it gains another 25 :courage:Courage and 25 :wisdom:Wisdom.",,false,2,Jerico Santander,https://i.imgur.com/nrKRwsv.png,D,1,false,false,C,3,false,false,C,2,false,false,G,1,false,false,E,1,false,true,B,1,false,false,B,4,false,false,Fanfare of the Brain__btd,
164/222,Fatiguing Falsetto,btd,common,generic,"Target Creature gains ""Exhaust all Disciplines 15.""","""If you have patience, you can win a war without fighting a single battle."" — Vidav's teachings",false,2,Jerico Santander,https://i.imgur.com/zcaoaSn.png,F,2,false,false,A,2,false,false,C,2,false,false,C,2,false,false,F,2,false,false,A,2,false,false,A,4,false,false,Fatiguing Falsetto__btd,
183/222,Final Fugue,btd,uncommon,underworld,"Target Creature gains 15 Energy and ""Recklessness 5.""","With adrenaline pumping through his veins, Ragetrod hardly felt a thing when he rammed headfirst through three stone pillars.",false,1,Martin Molski,https://i.imgur.com/PCDk9f2.png,F,3,true,false,C,2,true,false,F,2,true,false,G,3,true,false,F,1,true,false,G,1,true,false,B,4,false,false,Final Fugue__btd,
165/222,Fluidmorpher's Fanfare,btd,super rare,generic,"Target Creature gains :genericmugic:and "":water:Water 5.""","""Defeat the enemy from within. When they no longer know whom to trust, they'll crumble on their own!"" — Phelphor",false,2,Jerico Santander,https://i.imgur.com/GozslQ5.png,B,2,false,true,G,2,false,false,A,2,false,true,F,2,false,false,G,2,false,true,E,2,false,true,D,4,false,false,Fluidmorpher's Fanfare__btd,
184/222,Improvisational Melody,btd,uncommon,underworld,"Deal 10 damage to target Creature. If your engaged Creature dealt 20 or more attack damage this turn, Improvisational Melody's cost is :underworldmugic0:.",,false,2,Karol Kolodzinski,https://i.imgur.com/nEJRKNA.png,G,2,false,false,B,2,false,true,D,2,false,false,F,3,true,false,G,2,false,false,D,1,false,false,E,4,false,true,Improvisational Melody__btd,
187/222,Intense Polyphony,btd,uncommon,danian,"Activate Hive.
If your Creature has taken 15 or more attack damage this turn, Intense Polyphony's cost is :danianmugic0:.","Against the Danians, there is no such thing as a one-on-one fight.",false,2,Jerico Santander,https://i.imgur.com/T0W0Z3Y.png,C,3,false,false,D,3,false,true,A,2,false,false,E,2,false,true,F,2,false,false,B,2,false,true,E,4,false,false,Intense Polyphony__btd,
178/222,Melody of Miracles,btd,uncommon,overworld,"Heal 15 damage to target Creature. If your engaged Creature won a :wisdom:Wisdom Challenge this turn, Melody of Miracles' cost is :overworldmugic0:.",,false,2,Peter Joworoski,https://i.imgur.com/PK95hgy.png,C,3,false,false,C,1,false,false,B,3,false,false,G,1,false,false,A,3,false,false,D,1,false,false,E,4,false,false,Melody of Miracles__btd,
166/222,Melody of Mirrored Actions,btd,rare,generic,Destroy target Battlegear equipped to an engaged Creature.,"Mugic is a sword that pierces invulnerable armor, a shield that blocks unstoppable strikes.",false,2,Karol Kolodzinski,https://i.imgur.com/j85YiDq.png,A,1,false,false,A,4,false,false,D,1,false,false,D,4,false,false,B,1,false,true,B,2,false,true,G,3,false,true,Melody of Mirrored Actions__btd,
167/222,Nourishing Nocturne,btd,uncommon,generic,"Sacrifice a Minion Creature. If you do, target engaged Creature gains Energy equal to the Scanned Energy of the sacrificed Creature.","I know you think you gave it your all, but I bet I can coax out a little more.",false,2,Martin Molski,https://i.imgur.com/ziM0yIr.png,C,1,false,false,C,1,false,false,D,1,false,true,A,4,false,true,G,1,false,true,G,1,false,true,F,3,false,false,Nourishing Nocturne__btd,
179/222,Odd Opus,btd,rare,overworld,Target Creature gains 15 Energy and 15 to all Disciplines.,"When a mere seven notes can change the course of history, that is the very definition of a miracle.",false,2,Martin Molski,https://i.imgur.com/tJR70mQ.png,E,1,false,true,F,1,true,false,D,1,false,false,A,2,false,false,C,1,true,false,G,3,false,false,B,4,false,false,Odd Opus__btd,
168/222,Predator's Song,btd,ultra rare,generic,"Sacrifice an unengaged Creature. If you do, target engaged Creature loses X from each Discipline where X is the sacrificed Creature's Scanned Disciplines. If you sacrificed a Minion Creature, engaged Creatures also lose 10 Energy.",,false,1,Jerico Santander,https://i.imgur.com/uunV0oL.png,A,1,false,false,C,2,false,false,G,3,false,false,G,1,true,false,A,3,true,false,F,3,false,false,D,4,false,false,Predator's Song__btd,
169/222,Prelude to Dominance,btd,uncommon,generic,Deal 10 damage to target Creature.,"Strike first, strike fast, strike hard, strike last.",false,1,Jerico Santander,https://i.imgur.com/BTZaZ0H.png,G,1,false,false,F,1,false,false,G,4,false,false,D,1,false,false,C,1,false,false,D,2,false,false,E,4,false,false,Prelude to Dominance__btd,
170/222,Psionic Serenade,btd,ultra rare,generic,"Remove a Minion Creature Card in your general discard pile from the game. If you do, deal damage to target engaged Creature equal to the removed card's Scanned Energy.",,true,2,Karol Kolodzinski,https://i.imgur.com/cfH2JJx.png,C,2,false,false,C,2,false,false,B,2,false,false,C,2,false,false,G,4,false,false,A,3,false,true,D,3,false,true,Psionic Serenade__btd,
188/222,Rhythms of Rage,btd,super rare,danian,"Target Mandiblor Creature gains ""Outperform :courage:Courage 5."" If it is Infected, it gains "":earth:Earth 5."" If Hive is active, it also gains 15 Energy.",,false,2,Peter Joworoski,https://i.imgur.com/DhaUS7X.png,C,2,false,false,E,2,false,true,D,2,false,false,C,2,false,false,F,2,true,false,E,2,false,true,C,4,false,false,Rhythms of Rage__btd,
194/222,Selective Strain,btd,common,mipedian,Target Creature gains 25 to a Discipline of your choice. That Creature loses 25 to another Discipline of your choice.,"Every up has a down, every left has a right. The Cothica is always in balance.",false,1,Jerico Santander,https://i.imgur.com/A74mhB4.png,D,1,false,false,E,1,false,false,F,2,true,false,E,1,false,false,F,1,true,false,G,2,true,false,C,4,true,false,Selective Strain__btd,
171/222,Song of Stable Shields,btd,super rare,generic,Target Creature's Disciplines cannot be increased or decreased.,"If every Counter has a Counter, what can we count on?",false,2,Jerico Santander,https://i.imgur.com/plqLkpE.png,B,2,false,true,A,1,false,false,B,2,false,true,D,2,false,false,E,2,false,true,G,2,false,false,F,4,false,false,Song of Stable Shields__btd,
172/222,Specific Diminishing,btd,common,generic,Target Creature loses 20 to a Discipline of your choice.,"When the wise become dumb 
Or the fast become slow 
They've already lost 
And they don't even know",false,1,Jerico Santander,https://i.imgur.com/IHDlGYc.png,F,1,false,false,E,2,false,false,C,2,true,false,A,2,true,false,C,1,false,true,A,1,false,false,F,4,false,false,Specific Diminishing__btd,
173/222,Surprising Riffs,btd,common,generic,Flip target Battlegear face-down.,"Unfortunately for Gronmar, his Telebracers sputtered and died seconds before the toxic tidal wave struck him full force.",false,1,Jerico Santander,https://i.imgur.com/lN3FGef.png,C,2,false,false,F,2,false,false,A,2,false,true,E,3,false,true,D,2,false,false,A,2,false,false,E,4,false,false,Surprising Riffs__btd,
189/222,Symphony of Similarity,btd,common,danian,Target Creature gains 5 to all Disciplines for each Mandiblor you control and each Infected Creature in play.,,false,1,Jerico Santander,https://i.imgur.com/aNPuO4n.png,G,2,true,false,E,2,false,false,G,2,true,false,E,2,false,false,A,3,false,false,F,1,true,false,D,4,true,false,Symphony of Similarity__btd,
174/222,Tonal Destruction,btd,common,generic,Your opponent reveals X Mugic Cards from their hand and you choose one of them. Your opponent discards the chosen card.,"If you eliminate the cause, you'll never face the consequences.",false,X,Martin Molski,https://i.imgur.com/5WnG9wH.png,C,2,false,false,D,2,false,true,D,2,false,true,C,2,false,false,C,2,false,false,D,2,false,true,G,4,false,false,Tonal Destruction__btd,
83/100,Calling of Aa'une,roto,super rare,m'arrillian,"If Aa'une the Oligarch, Projection won combat this turn while equipped with Baton of Aa'une and Rage of Aa'une was played by a Creature you control this turn, flip over Aa'une the Oligarch, Projection.",,false,4,Jerico Santander,https://i.imgur.com/Ya23Nky.png,F,2,false,false,C,2,false,false,G,2,false,false,B,3,false,true,F,2,false,false,C,2,false,false,E,4,false,true,Calling of Aa'une__roto,
84/100,Curemorph Chords,roto,common,m'arrillian,Heal 20 damage to target Fluidmorpher Creature.,"It was hardly fair. As their mortal wounds instantly healed, the irresistible force became even more unstoppable.",false,2,Martin Molski,https://i.imgur.com/RnfYoBF.png,E,2,false,false,E,1,false,false,F,1,false,false,D,2,false,true,A,3,false,true,G,2,false,false,B,4,false,false,Curemorph Chords__roto,
85/100,Decelerating Requiem,roto,uncommon,m'arrillian,Destroy target Creature with 0 :speed:Speed.,"As his pulse plummeted, his heart beat slower... slower... and fell silent.",false,4,Jerico Santander,https://i.imgur.com/OGgVPnZ.png,D,1,true,false,C,2,true,false,B,2,false,false,A,3,false,false,G,3,false,false,F,3,false,false,D,4,true,false,Decelerating Requiem__roto,
86/100,Denial Refrain of the Deep,roto,common,m'arrillian,Negate target Mugic.,"When Bodal realized that only four of his seven notes played, he calculated that he only had 2.5 seconds until Erak'tabb's tentacle squished him like an overripe djobwon.",false,3,Karol Kolodzinski,https://i.imgur.com/OfZmb0d.png,F,3,false,false,D,1,false,false,D,1,false,false,B,1,false,true,A,1,false,true,C,1,false,false,G,4,false,false,Denial Refrain of the Deep__roto,
82/100,Harmonies of the Wind,roto,rare,mipedian,Target M'arrillian or Minion Creature cannot move or play activated abilities.,"When Perim is at its darkest, the Cothica lights the path of hope.",false,1,Peter Joworoski,https://i.imgur.com/0mxdQMr.png,A,2,false,true,A,2,false,false,G,2,false,false,G,2,false,true,F,2,true,false,G,2,false,false,D,4,false,false,Harmonies of the Wind__roto,
79/100,Intress' Healing Ballad,roto,rare,overworld,Heal 5 damage to target engaged Creature for each Mugic counter on opposing Creatures.,,false,2,Karol Kolodzinski,https://i.imgur.com/UWtEmRk.png,G,1,false,false,F,1,true,false,G,1,false,false,D,3,false,false,B,1,false,false,E,1,false,false,A,4,false,false,Intress' Healing Ballad__roto,
80/100,Kopond's Composition,roto,rare,underworld,Deal 5 damage to target engaged Creature for each Mugic counter on opposing Creatures.,,true,3,Martin Molski,https://i.imgur.com/3Yopraw.png,G,3,false,false,G,3,false,true,F,3,false,false,B,3,false,true,C,3,false,false,A,3,false,true,G,4,false,false,Kopond's Composition__roto,
87/100,Mightsinger's Requiem,roto,uncommon,m'arrillian,Destroy target Creature with 0 :power:Power.,"When a pebble becomes as heavy as a boulder, your life will soon be over.",false,4,Jerico Santander,https://i.imgur.com/MJf9pfc.png,C,1,false,false,G,2,false,false,E,1,false,true,C,3,false,false,A,2,false,true,G,2,false,false,E,4,false,false,Mightsinger's Requiem__roto,
81/100,Mindproof March,roto,rare,danian,Heal 5 damage to target Creature and deal 5 damage to another target Creature for each Danian Creature you control with :water:Water.,,false,2,Jerico Santander,https://i.imgur.com/ruGo6l4.png,C,3,false,false,G,1,false,false,C,1,false,false,D,3,false,false,C,2,false,false,D,2,false,false,G,4,false,false,Mindproof March__roto,
