id,name,set,rarity,tribe,ability,flavorText,unique,mugicCost,artist,imageUrl,mugicNotes/0/letter,mugicNotes/0/length,mugicNotes/0/sharp,mugicNotes/0/flat,mugicNotes/1/letter,mugicNotes/1/length,mugicNotes/1/sharp,mugicNotes/1/flat,mugicNotes/2/letter,mugicNotes/2/length,mugicNotes/2/sharp,mugicNotes/2/flat,mugicNotes/3/letter,mugicNotes/3/length,mugicNotes/3/sharp,mugicNotes/3/flat,mugicNotes/4/letter,mugicNotes/4/length,mugicNotes/4/sharp,mugicNotes/4/flat,mugicNotes/5/letter,mugicNotes/5/length,mugicNotes/5/sharp,mugicNotes/5/flat,mugicNotes/6/letter,mugicNotes/6/length,mugicNotes/6/sharp,mugicNotes/6/flat,uniqueId,mugicNotes/0
88/100,Requiem of Fear,roto,uncommon,m'arrillian,Destroy target Creature with 0 :courage:Courage.,There is no need to fight if your foe is in flight!,false,4,Jerico Santander,https://i.imgur.com/KZu8nL5.png,D,2,false,true,C,2,false,false,D,2,false,true,C,2,false,false,D,2,false,true,C,2,false,false,G,4,false,true,Requiem of Fear__roto,
89/100,Requiem of Lost Minds,roto,uncommon,m'arrillian,Destroy target Creature with 0 :wisdom:Wisdom.,A word to the wise: the wise need no words.,false,4,Jerico Santander,https://i.imgur.com/AY0QvO0.png,A,3,false,true,C,3,false,false,B,2,false,false,D,2,true,false,C,1,true,false,D,1,false,false,F,2,false,false,Requiem of Lost Minds__roto,
77/100,Sound of Noise,roto,super rare,generic,Negate target M'arrillian or Generic Mugic.,The silence was deafening.,false,2,Martin Molski,https://i.imgur.com/SXUvwtD.png,D,3,false,true,D,1,false,false,B,1,false,true,A,1,false,false,E,2,false,true,E,2,false,false,C,4,false,false,Sound of Noise__roto,
90/100,Unheard Melody,roto,ultra rare,m'arrillian,Destroy target Creature with no Mugic counters on it.,Who knows why Mugicians exist. Just be thankful they do.,true,6,Martin Molski,https://i.imgur.com/ovPBCen.png,C,3,false,false,C,2,false,false,B,2,false,false,G,4,false,false,B,1,false,true,D,1,false,false,A,4,false,true,Unheard Melody__roto,
78/100,Vexing Waveform,roto,rare,generic,"Target Creature gains ""Recklessness 5.""
When you play Vexing Waveform you may pay an additional :genericmugic::genericmugic:. If you do, the target Creature gains an additional ""Recklessness 5.""",,false,1,Jerico Santander,https://i.imgur.com/zcifevK.png,G,3,false,false,A,1,false,true,G,3,false,false,D,1,false,false,G,1,false,false,A,1,false,false,B,4,false,true,Vexing Waveform__roto,
85/100,Armament Alteration Anthem,tott,rare,mipedian,"Destroy engaged Creatures' Battlegear. Then, if you only control Mipedian Creatures and your engaged Creature is unequipped, return a Battlegear Card from your general discard pile to play equipped to your engaged Creature.",,false,2,Jerico Santander,https://i.imgur.com/RD0uIM6.png,C,1,false,false,C,1,false,false,D,2,false,true,E,1,false,true,E,1,false,true,F,2,false,false,B,4,false,true,Armament Alteration Anthem__tott,
82/100,Choral of the Apparition,tott,super rare,danian,"Sacrifice an unengaged Mandiblor Creature. If you do, return target Danian Creature Card from your general discard pile to play to the space on the Battleboard where the sacrificed Mandiblor was. If you control only Danian Creatures, return it to any unoccupied space on the Battleboard instead.",,false,2,Karol Kolodzinski,https://i.imgur.com/uefXXFu.png,F,3,false,false,G,1,false,true,F,1,false,false,G,1,false,true,F,1,false,false,D,1,false,false,D,4,false,true,Choral of the Apparition__tott,
86/100,Dirge of the Desert,tott,common,mipedian,"Target Creature gains ""Invisibility: Surprise"" and ""Invisibility: Strike 10.""","The desert wind erases footprints, making the invisible even more undetectable.",false,2,Jerico Santander,https://i.imgur.com/OKm1l0G.png,G,2,true,false,E,1,false,false,G,3,false,false,F,2,true,false,C,1,false,false,E,3,false,false,C,4,true,false,Dirge of the Desert__tott,
76/100,Fanfare of Elemental Champions,tott,uncommon,overworld,"Target Creature gains an Elemental Type of your choice. If you control only OverWorld Creatures, that Creature also gains ""Element 5"" of the chosen Elemental Type.",,false,1,Martin Molski,https://i.imgur.com/MdFFkGN.png,A,3,false,false,E,1,false,false,A,1,false,false,A,1,false,false,D,2,false,false,A,1,false,false,E,4,false,false,Fanfare of Elemental Champions__tott,
77/100,Harmonious Highsong,tott,rare,overworld,"Heal 30 damage to target Creature. If you control only OverWorld Creatures, it gains 30 Energy instead.","""I know enough about Mugic to know that I know very little indeed."" — Najarin",false,2,Jerico Santander,https://i.imgur.com/EyC6eFk.png,F,3,false,false,E,2,false,false,C,2,false,false,D,3,false,false,B,2,false,false,G,2,false,false,A,4,false,false,Harmonious Highsong__tott,
88/100,Intimidating Melody of M'arr,tott,rare,m'arrillian,Target engaged Creature loses 30 to all Disciplines.,"As sudden fatigue overwhelmed his body, Bodal calculated that he had 4.3 seconds to escape before he became Milla'iin's appetizer.",false,1,Jerico Santander,https://i.imgur.com/B8tdhsl.png,C,3,false,false,C,1,false,false,B,1,false,false,A,1,false,false,C,2,true,false,C,1,false,false,A,4,false,false,Intimidating Melody of M'arr__tott,
83/100,Katharaz's Cacophony,tott,uncommon,danian,"Heal 5 damage to your engaged Creature for each Elemental Type it has. If you control only Danian Creatures, also deal 5 damage to the opposing engaged Creature for each Elemental Type that Creature has.",,false,1,Martin Molski,https://i.imgur.com/8GuuuHn.png,D,3,false,true,F,1,false,false,F,1,false,false,B,2,false,false,B,2,false,true,A,2,false,false,E,4,false,true,Katharaz's Cacophony__tott,
89/100,March of the M'arrillian Minions,tott,super rare,m'arrillian,Target Minion gains :genericmugic::genericmugic:.,"With thousands of different Creatures having millions of unique talents, Aa'une has infinite methods to abuse and exploit them.",false,3,Martin Molski,https://i.imgur.com/XkkM0VW.png,G,1,false,false,B,1,false,true,D,1,false,false,E,2,false,true,D,2,false,true,B,1,false,true,G,4,false,false,March of the M'arrillian Minions__tott,
78/100,Minion's Freesong,tott,common,overworld,Target Minion Creature is treated as if its controller did not also control a Chieftain.,"""If we fail to rescue our friends soon, we will never turn back the tide."" — Maxxor",false,1,Karol Kolodzinski,https://i.imgur.com/FNgE5sp.png,G,3,false,false,D,1,false,false,G,1,false,false,F,1,true,false,F,2,false,false,E,2,false,false,D,4,false,true,Minion's Freesong__tott,
79/100,Nocturne of the Elements,tott,rare,underworld,"Target opposing engaged Creature loses all Elemental Types. If you control only UnderWorld Creatures, deal 5 damage to it for each Elemental Type lost this way.",,false,2,Jerico Santander,https://i.imgur.com/eIjvIiI.png,E,2,false,false,F,3,false,false,G,1,true,false,G,1,false,false,F,2,true,false,E,2,false,true,D,4,false,false,Nocturne of the Elements__tott,
80/100,Roar of the Mob,tott,common,underworld,Deal 10 damage to target Creature for each Mugic counter on it.,It was a sound I never heard before. As if the Mugicians were screaming in pain.,false,1,Jerico Santander,https://i.imgur.com/SoEQZnV.png,E,3,false,false,D,2,false,false,E,1,false,false,D,2,false,false,E,1,false,false,C,2,false,false,B,4,false,false,Roar of the Mob__tott,
81/100,Shock Song,tott,uncommon,underworld,"Deal 10 damage to target Creature. If you control only UnderWorld Creatures, also destroy all Battlegear equipped to it.",Achieving the impossible is simple... as long as you know which seven notes to play.,false,2,Peter Joworoski,https://i.imgur.com/S5C8O7b.png,D,2,false,false,C,2,true,false,B,2,false,true,A,2,false,false,A,1,false,true,E,1,false,false,C,4,false,false,Shock Song__tott,
90/100,Symphonic Pelagic Maresong,tott,super rare,m'arrillian,Mugic and activated abilities cannot be played. (Mugic and activated abilities played before this resolves are unaffected.),"The tune died, as did any chance of reclaiming the Riverlands.",true,3,Jerico Santander,https://i.imgur.com/9RbkHGH.png,B,2,false,true,A,2,false,false,A,2,false,false,B,2,false,true,A,2,false,false,F,2,false,false,D,4,false,false,Symphonic Pelagic Maresong__tott,
87/100,Symphony of the Guard,tott,uncommon,mipedian,"Target Creature gains "":earth:Earth 5"" and "":air:Air 5."" If you only control Mipedian Creatures, it also gains ""Outperform :speed:Speed 5.""",Never forget your roots. All answers lie there.,false,1,Peter Joworoski,https://i.imgur.com/BWl5oo0.png,B,2,false,true,A,1,false,true,B,1,false,true,B,2,false,false,E,2,false,true,F,2,false,false,B,4,false,true,Symphony of the Guard__tott,
84/100,Unisong,tott,common,danian,"Target Danian Creature gains 10 Energy. If Hive is active, it also gains 10 :courage:Courage for each Danian Creature you control.",Unite and fight... or divide and die!,false,1,Jerico Santander,https://i.imgur.com/70Cn8M7.png,F,2,true,false,A,3,false,false,G,3,true,false,C,3,true,false,F,2,true,false,A,1,false,false,C,4,true,false,Unisong__tott,
84/100,Adaptive Progression,fun,uncommon,danian,Negate target Elemental Attack.,,false,2,Jerico Santander,https://i.imgur.com/3y4sJed.png,E,3,false,false,C,2,false,false,B,2,false,false,G,3,false,false,D,2,false,false,C,2,true,false,A,4,false,false,Adaptive Progression__fun,
82/100,Denying Dirge,fun,uncommon,underworld,Target Creature cannot be healed or gain Energy from non-innate abilities.,"If you make sure the weak remain weak, the outcome will never be bleak.",false,1,Jerico Santander,https://i.imgur.com/1P1gMcC.png,D,4,true,false,E,1,false,false,A,3,true,false,A,3,false,false,F,2,false,false,F,2,true,false,E,4,false,false,Denying Dirge__fun,
86/100,Iflar's Improvisation,fun,uncommon,mipedian,"Target non-Mipedian Creature gains ""Invisibility: Strike 30.""","""A secret shared can never be unshared... but so be it."" — Prince Iflar",false,2,Jerico Santander,https://i.imgur.com/SU3eMcb.png,G,4,false,false,A,2,false,false,B,4,false,false,A,1,false,false,G,1,false,false,F,2,false,false,E,4,false,false,Iflar's Improvisation__fun,
87/100,Illusion Glissando,fun,rare,mipedian,Relocate target Mirage Location to any space on the Battleboard.,"As they wandered from sand dune to sand dune in search of the Cothica, little did they know that the Cothica was never there to begin with.",false,0,Jerico Santander,https://i.imgur.com/yCOW457.png,F,3,true,false,G,1,true,false,A,2,false,false,B,3,false,false,C,2,true,false,F,1,true,false,F,4,false,false,Illusion Glissando__fun,
83/100,Intertwined Melody,fun,rare,underworld,Target Creature engaged with a non-UnderWorld Creature you control loses an Elemental Type of your choice and loses 30 to all Disciplines.,"""I never thought an UnderWorlder would save my life. I owe you... unfortunately."" — Gespedan",false,2,Jerico Santander,https://i.imgur.com/h17V6mj.png,C,3,false,false,F,2,false,false,B,3,false,false,D,1,true,false,E,2,false,false,A,1,false,false,D,4,false,false,Intertwined Melody__fun,
77/100,Jig of Reinforcement,fun,uncommon,generic,"Target Creature gains:
10 Energy if it is an OverWorld Creature.
"":fire:Fire 5"" if it is an UnderWorld Creature.
20 to all Disciplines if it is a Danian Creature.
""Invisibility: Strike 10"" if it is a Mipedian Creature.",,false,1,Jerico Santander,https://i.imgur.com/vdms49m.png,G,2,false,false,A,2,false,true,C,3,false,false,A,2,false,true,D,3,false,true,B,2,false,true,E,4,false,true,Jig of Reinforcement__fun,
78/100,Monophone Mayhem,fun,rare,generic,Choose a Tribe. Creatures of that Tribe cannot have Mugic counters put on them.,The Mugician's singing turned into screams. There will be no more music this day.,false,2,Jerico Santander,https://i.imgur.com/YCi7xEP.png,E,2,false,false,E,2,false,false,E,1,false,false,E,2,false,false,E,1,false,false,F,1,true,false,A,4,true,false,Monophone Mayhem__fun,
85/100,Ode to Obscurity,fun,rare,danian,"Infect X Uninfected Creatures. If you control a non-Danian Creature, Infect another X Uninfected Creatures.","Where most see the tragedies of war, the wise see opportunity.",false,X,Jerico Santander,https://i.imgur.com/vgSGWHx.png,D,2,false,false,E,3,false,true,A,2,false,false,E,3,false,false,B,2,false,false,F,1,false,false,C,4,true,false,Ode to Obscurity__fun,
79/100,Opus Opposed,fun,super rare,generic,Heal 5 damage to target Creature for each Tribe you control.,"One is none. 
Two may do. 
Three? Maybe. 
But four... we soar!",false,1,Jerico Santander,https://i.imgur.com/4acF5my.png,E,3,false,false,F,1,false,false,B,1,false,true,A,2,false,false,G,2,false,false,D,2,false,false,C,4,true,false,Opus Opposed__fun,
88/100,Ostinato of Oban'emre,fun,super rare,m'arrillian,Target M'arrillian or Minion Creature gains 10 Energy for each Minion Creature Card in each general discard pile.,"Living in harsh waters, the M'arrillians learned to scrounge even the smallest shred to survive.",false,2,Jerico Santander,https://i.imgur.com/hIxkZYM.png,G,2,false,false,G,2,true,false,E,2,false,false,G,2,false,false,G,2,true,false,E,1,false,false,C,4,false,false,Ostinato of Oban'emre__fun,
80/100,Skysong Arpeggio,fun,rare,overworld,"Target Creature gains 30 :wisdom:Wisdom and ""Outperform :wisdom:Wisdom 5.""","As Milla'iin fell into his lava trap, Bodal calculated that it would boil into a yummy seafood soup in 32.8 seconds.",false,1,Jerico Santander,https://i.imgur.com/lorTQ4R.png,E,2,false,false,A,1,false,false,C,1,true,false,G,2,false,false,C,2,false,false,E,2,false,false,E,4,false,true,Skysong Arpeggio__fun,
81/100,Vidav's Voicing,fun,uncommon,overworld,Target non-OverWorld Creature gains 20 Energy.,"""There are seven tenets to victory, and it is no coincidence that seven notes are the keys to each."" — Vidav's teachings",false,1,Jerico Santander,https://i.imgur.com/CsvuniV.png,F,2,false,false,D,3,false,false,B,1,false,false,C,1,false,false,D,1,false,false,E,2,false,true,G,4,false,false,Vidav's Voicing__fun,
164/200,Aegis Airia,au,common,mipedian,Negate target attack. The next attack played this turn deals 0 damage.,"Each note a melody, each melody an aria, each aria a symphony, each symphony a miracle.",false,1,Martin Molski,https://i.imgur.com/0yvB4Yi.png,C,3,false,false,B,1,false,false,B,1,false,false,C,1,false,false,A,1,false,true,G,1,false,false,E,4,false,true,Aegis Airia__au,
159/200,Ancestral Anthem,au,rare,danian,"Remove a Creature Card in your general discard pile from the game. If you do, activate Hive.","Resourceful and efficient, Danians recycle everything in order to survive... including corpses!",false,0,Martin Molski,https://i.imgur.com/avky9jw.png,G,2,true,false,D,2,true,false,C,3,true,false,A,2,true,false,B,2,false,false,G,2,true,false,E,4,false,false,Ancestral Anthem__au,
170/200,Anthem of Stone,au,common,generic,"Target Creature gains :earth:Earth. If that Creature already has :earth:Earth, it gains "":earth:Earth 5"" instead.","The earth split, toppling the towers, erasing the castle from memory.",false,1,Martin Molski,https://i.imgur.com/oYVf5s5.png,E,2,false,false,B,2,false,false,F,2,true,false,F,1,true,false,G,3,false,false,E,1,false,false,C,4,false,false,Anthem of Stone__au,
154/200,Battlesong of Depletion,au,common,underworld,Creatures engaged with the caster lose all Elemental Types.,"Isolated from the embrace of the universe, Heptadd felt alone, empty and - for the first time - afraid.",false,2,Martin Molski,https://i.imgur.com/08mSkjr.png,C,3,false,false,E,3,false,true,B,3,false,true,F,3,false,false,A,3,false,true,E,3,false,true,C,4,false,false,Battlesong of Depletion__au,
149/200,Battlesong of Renewal,au,common,overworld,Caster heals 25 Damage.,The search for the Cothica is also a search into yourself. You cannot find one without the other.,false,1,Jerico Santander,https://i.imgur.com/ey5jMlJ.png,E,2,false,true,F,2,false,false,E,2,false,false,G,3,false,true,E,2,false,true,F,2,false,false,E,4,false,false,Battlesong of Renewal__au,
165/200,Bonding Battlesong,au,rare,mipedian,"When target opposing Creature heals or gains Energy from a Mugic or activated ability, the caster of this Mugic also heals or gains that much Energy.",,false,1,Martin Molski,https://i.imgur.com/EVRyTGl.png,E,2,false,false,B,1,false,false,G,1,true,false,A,1,false,false,F,2,true,false,C,2,true,false,D,4,false,false,Bonding Battlesong__au,
155/200,Consuming Cacophony,au,super rare,underworld,"Deal 20 damage to target Creature. If the caster of this Mugic has :fire:Fire, deal an additional 10 damage.",Flames feed upon flames in a voracious conflagration.,false,2,Jerico Santander,https://i.imgur.com/DTP1tK8.png,A,1,false,true,F,1,false,false,G,1,false,true,G,1,false,false,E,1,false,true,D,1,false,false,D,3,false,true,Consuming Cacophony__au,
156/200,Counterpoint of Chaos,au,rare,underworld,Target Creature cannot gain Elemental Types.,"Once again, ""Mugic Tester"" ranked as the second most dangerous job in Perim... just behind Chaor's sparring partner.",false,1,Martin Molski,https://i.imgur.com/4ZMEsNX.png,A,1,false,true,F,1,false,false,G,1,false,true,G,1,false,false,E,1,false,true,D,1,false,false,D,3,false,true,Counterpoint of Chaos__au,
157/200,Decomposition,au,rare,underworld,Target Creature fails all Discipline checks on attacks it plays.,"His strength faltered 
His bravery waned 
His feet dragged 
As we went insane",false,1,Jerico Santander,https://i.imgur.com/ULlJxEQ.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decomposition__au,
171/200,Diminuendo,au,common,generic,Target Creature loses 5 Energy and 5 to all Disciplines.,"Aivenna dug deep, willing herself to keep fighting... but her body had nothing left to give.",false,1,Jerico Santander,https://i.imgur.com/rlMoGw1.png,B,3,false,true,A,1,false,false,A,3,false,true,G,1,false,false,G,3,false,true,F,1,false,false,E,4,false,false,Diminuendo__au,
172/200,Dischord of Flame,au,common,generic,"Target Creature gains :fire:Fire. If that Creature already has :fire:Fire, it gains "":fire:Fire 5"" instead.","The grey coat of ash choked the petals, wilting the leaves, wilting the soul.",false,1,Martin Molski,https://i.imgur.com/bZEzmfj.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dischord of Flame__au,
160/200,Elemental Counterpoint,au,common,danian,Target attack deals 10 less damage for each Elemental Type that attack has.,"""You call that a Pebblestorm?! That was more like a Pebblebreeze!"" — Wamma",false,1,Martin Molski,https://i.imgur.com/ExWTvoi.png,C,3,false,false,G,2,false,false,F,3,true,false,A,2,false,false,E,2,false,true,C,2,false,false,D,4,false,false,Elemental Counterpoint__au,
161/200,Empowering Encore,au,rare,danian,Target Creature gains all Elemental Types your Creature Cards in your general discard pile have.,"""As long as you believe that the impossible is only what has yet to be accomplished, everything is possible."" — Lore",false,1,Martin Molski,https://i.imgur.com/bcQq1b9.png,F,2,false,false,C,1,false,false,B,2,false,false,A,1,false,false,G,1,true,false,D,1,false,false,E,4,false,false,Empowering Encore__au,
150/200,Fluid Fugue,au,super rare,overworld,"Heal 25 damage to target Creature. If the caster of this Mugic has :water:Water, that Creature gains :overworldmugic:.",Seven notes... infinite possibilities.,false,2,Martin Molski,https://i.imgur.com/BXhDkDu.png,B,2,false,true,F,2,false,false,A,2,false,false,C,2,false,false,B,2,false,false,F,2,false,false,C,4,false,false,Fluid Fugue__au,
173/200,Harmonics of Water,au,common,generic,"Target Creature gains :water:Water. If that Creature already has :water:Water, it gains "":water:Water 5"" instead.","And with one final wave, the flood washed away all remaining traces of the now-forgotten civilization.",false,1,Jerico Santander,https://i.imgur.com/9k52WPv.png,E,2,false,false,C,3,false,false,B,1,false,false,B,1,false,true,A,1,false,false,A,1,false,true,D,4,false,false,Harmonics of Water__au,
174/200,Howl of the Wind,au,common,generic,"Target Creature gains :air:Air. If that Creature already has :air:Air, it gains "":air:Air 5"" instead.","The tornado ripped across the fields, destroying the harvest, starving the land.",false,1,Martin Molski,https://i.imgur.com/RcwmaEU.png,C,3,false,false,B,4,false,false,B,1,false,true,A,1,false,false,A,1,false,true,G,1,false,false,E,4,false,false,Howl of the Wind__au,
151/200,Interlude of Interruption,au,rare,overworld,Negate target Mugic unless the casting Creature of that Mugic plays an additional :genericmugic:.,"When the Mugicians sing, all of Perim is blessed.",false,1,Martin Molski,https://i.imgur.com/vvfPGHC.png,C,2,false,false,D,2,false,false,E,4,false,true,F,2,false,false,G,2,false,false,A,3,false,true,D,4,false,true,Interlude of Interruption__au,
162/200,Rocky Refrain,au,super rare,danian,"Target engaged Creature gains 5 Energy for each Elemental Type the opposing engaged Creature has. If the caster of this Mugic has :earth:Earth, the target Creature gains an additional 5 Energy for each Elemental Type the opposing engaged Creature has.",,false,2,Martin Molski,https://i.imgur.com/NaZKEtx.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rocky Refrain__au,
158/200,Searing Symphony,au,rare,underworld,Deal 10 damage to target Creature for each Elemental Type it has.,The rain not only nourishes but drowns. The embers warm as well as burn.,true,1,Jerico Santander,https://i.imgur.com/bGR8eby.png,E,1,false,true,D,1,false,false,E,4,false,true,E,1,false,true,F,1,false,false,G,3,false,true,A,4,false,true,Searing Symphony__au,
166/200,Silent Requiem,au,rare,mipedian,Negate target Mugic or ability that targets a Creature with Invisibility.,"Unseen, unheard, unhittable... unbeatable!",false,1,Jerico Santander,https://i.imgur.com/C1uCFAN.png,B,3,false,true,F,1,false,false,A,2,false,true,F,2,false,false,E,4,false,true,B,1,false,true,C,3,false,false,Silent Requiem__au,
167/200,Sonata of Storms,au,super rare,mipedian,"Target Creature gains ""Range"" and ""Swift 3."" If the caster of this Mugic has :air:Air, the target Creature also gains ""Invisibility: Surprise.""","As the thief sped away, Gespedan blamed himself for leaving the battle plans out in the open.",false,2,Martin Molski,https://i.imgur.com/wXZwWR4.png,G,3,false,false,E,1,false,true,D,1,false,false,G,4,false,false,D,4,false,false,A,2,false,false,B,4,false,true,Sonata of Storms__au,
152/200,Song of Elemental Attunement,au,rare,overworld,Target Creature gains all of its Scanned Elemental Types.,"""As ice, liquid and vapor are different forms of water, the four elements are simply different forms of nature."" — Intress",false,1,Jerico Santander,https://i.imgur.com/uqwyLoZ.png,B,2,false,false,E,2,false,false,F,2,false,false,B,2,false,true,A,2,false,true,D,1,false,true,C,4,false,false,Song of Elemental Attunement__au,
168/200,Song of Translocation,au,rare,mipedian,Relocate target Creature you control to any unoccupied space on the Battleboard.,"""There's no shame in losing a fight. There's only shame in losing your life."" — Headmaster Ankhyja",false,1,Martin Molski,https://i.imgur.com/fEQnPl0.png,C,2,false,false,G,1,false,false,A,3,false,false,E,2,false,true,A,1,false,true,B,3,false,true,E,4,false,true,Song of Translocation__au,
169/200,Swartbron Battlesong,au,rare,m'arrillian,"If the caster is engaged, the opposing engaged Creature and the caster each gain Energy equal to their lowest Discipline.","In a maddening gyre, delving into the secrets of Mugic only reveals more secrets.",false,3,Jerico Santander,https://i.imgur.com/YaeXNAK.png,F,4,false,false,G,4,false,false,C,3,false,false,A,3,false,false,G,2,false,false,C,2,false,false,A,4,false,false,Swartbron Battlesong__au,
153/200,Symphony of Shielding,au,rare,overworld,Target attack or Mugic deals 0 damage.,"As Maxxor fearlessly charged through the rain of flaming arrows, he added another tale to his legend.",false,2,Jerico Santander,https://i.imgur.com/2hqyWjo.png,A,2,false,true,F,1,false,false,G,2,false,true,E,2,false,true,D,2,false,true,E,2,false,true,G,4,false,true,Symphony of Shielding__au,
163/200,Unbalancing Battlesong,au,rare,danian,Caster gains 15 Energy and Creatures engaged with caster lose 15 Energy.,"""Mugic is older than time and stronger than power. It will outlast us all."" — Tharc",false,1,Martin Molski,https://i.imgur.com/nYaBX9P.png,F,3,true,false,D,3,false,false,B,1,false,true,A,1,false,false,B,1,false,true,A,1,false,false,B,3,false,true,Unbalancing Battlesong__au,
FAS-jj1h2bi5,Mondo Rondo,fas,rare,mipedian,Target attack counts as the first attack played this combat.,"""Stop me if you've heard this one before"" - Enre-hep",false,2,,https://i.imgur.com/4XPRSiz.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mondo Rondo__fas,
OP-ysymn6ld,Najarin's Tower of Song,op,ultra rare,overworld,"Deal 20 damage to target Creature on your side of the Battleboard.
That Creature's controller discards a random Mugic Card from their hand.",,false,3,Jerico Santander,https://i.imgur.com/WK0VMYP.png,C,3,false,false,C,1,false,false,B,3,false,false,G,1,false,false,A,3,false,false,D,1,false,false,E,4,false,false,Najarin's Tower of Song__op,
OP-3r13npib,Ulmar's Activating Arpeggio,op,uncommon,underworld,Flip target face-down Battlegear face-up. Destroy that Battlegear at the beginning of the next turn.,,true,1,Jerico Santander,https://i.imgur.com/fa92axS.png,G,2,false,false,D,1,false,true,G,1,false,false,E,3,false,true,D,1,false,false,F,1,true,false,F,4,true,false,Ulmar's Activating Arpeggio__op,
OP1-17/20,"Fortissimo, (OP)",op,super rare,generic,"Target Creature gains 5 :courage:Courage, :power:Power, :wisdom:Wisdom, :speed:Speed, and Energy.","""The Cothica existed before the beginning. It will survive long past our end."" — Najarin",false,1,Martin Molski,https://i.imgur.com/QiwNb6J.png,G,2,true,false,C,1,true,false,E,2,false,false,C,2,true,false,D,2,true,false,G,1,false,false,F,4,true,false,"Fortissimo, (OP)__op",
